Ward,Name,opening_hour,Opening time,Post_code,Address,latitude,longitude
Richmond,Mortlake Community Association,6,Wednesday and Thursday 12 noon to 3pm,SW14 8EZ,"Mortlake Hall, 30 Mullins Path, Mortlake, SW14 8EZ",51.4686922,-0.2631664
,OSO Arts Centre,58,Monday to Friday 9am to 6pm. Saturday 9am to 4pm. Sunday 10am to 4pm,SW13 0LF,"Community Hall, 49 Station Road, Barnes, SW13 0LF",51.4722803,-0.2468601
,Sheen Lane Centre,1.5,Wednesday 10.30am to 12 noon,SW14 8LP,"74 Sheen Lane, East Sheen, SW14 8LP",51.4658483,-0.2672623
,St Mary's Church,2,Thursday 10am to 12 noon,SW13 9HL,"Church Road, Barnes, London, SW13 9HL",51.4750026,-0.2418886
,All Saints Parish Church,4.5,Wednesday: 12 noon to 3pm. First Thursday of the month: 10.30am to 12 noon. Third Thursday of the month: 2.30 to 4pm,TW12 3RG,"The Avenue, Hampton, TW12 3RG",51.4246163,-0.3770892
,Hampton Inspired Hub,56,"Monday to Sunday, 9am to 5pm",TW12 2JA,"The Bungalow, 3 Ashley Road, Hampton, TW12 2JA",51.4163686,-0.3711398
,St James's Church,9,"Mondays, Wednesday and Thursdays 12.30 to 3.30pm",TW12 1DQ,"St James's Road, Hampton Hill, TW12 1DQ",51.428807,-0.3628865
,Cambrian Community Centre,2,Tuesday 2 to 4pm,TW10 6SN,"Caplan Court, 1 Grove Road, Richmond, TW10 6SN",51.4538429,-0.2935956
,Museum of Richmond,29,Tuesday to Friday 11am to 5pm. Saturday 11am to 4pm,TW9 1TP,"Second Floor, Old Town Hall, Whittaker Avenue, Richmond, TW9 1TP",51.4589134,-0.3063738
,Vineyard Community Centre,12.5,"Monday to Friday, 1 to 3.30pm",TW10 6AQ,"The Vineyard, Richmond, TW10 6AQ",51.4578111,-0.302444
,Peter & Paul Centre,3,Monday 1.30 to 4.30pm (Run by the Teddington Community Cafe),TW11 8PB,"Bychurch End, Church Road, Teddington, TW11 8PB",51.4270192,-0.3368137
,St Mark's Church,2,Wednesday 10am to 12 noon,TW11 9DE,"17 St Mark's Road, Teddington, TW11 9DE",51.4205578,-0.3207097
,St Michael's Church,2,Wednesday 2 to 4pm,TW11 0SP,"Wilcox Road, Teddington, TW11 0SP",51.433354,-0.3479203
,Teddington Baptist Church,3,Wednesday 9.30am to 12.30pm,TW11 8PF,"17 Church Road, Teddington, TW11 8PF",51.4269465,-0.3373917
,Teddington Methodist Church,2,Saturday 10.30am to 12.30pm,TW11 8TP,"Stanley Road, Teddington, TW11 8TP",51.4282019,-0.3422227
,Teddington Salvation Army,3,Thursday 4 to 7pm,TW11 8PF,"27 Church Road, Teddington, TW11 8PF",51.4269465,-0.3373917
,ETNA Community Centre,7.5,"Monday, Wednesday and Friday 3 to 5.30pm",TW1 2AR,"13 Rosslyn Road, Twickenham, TW1 2AR",51.4549994,-0.3151138
,The Turk's Head,75,Monday to Saturday 12 noon to 11pm. Sunday 12 noon to 9pm,TW1 1LF,"28 Winchester Road, Twickenham, TW1 1LF",51.4560746,-0.3229907
,Twickenham Congregational Church,3,Friday 12 noon to 3pm,TW2 5QA,"First Cross Road, Twickenham, TW2 5QA",51.4434452,-0.3442177
,Homelink Day Respite Centre,3,Wednesday 12 noon to 3pm,TW2 6DE,"Hospital Bridge Road, Whitton, TW2 6DE",51.4431854,-0.3647898
,Whitton Community Centre,23,Thursday 10am to 5pm. Friday 1 to 9pm. Saturday 3 to 8pm. Sunday 1 to 6pm,TW2 6JL,"Percy Road, Whitton, TW2 6JL",51.4449596,-0.3617621
Redbridge,Aldersbrook Library,29,,E12 5HQ,"Aldersbrook Library, 2a Park Road, London, E12 5HQ",51.5640205,0.0329509
,Clayhall Library,30,,IG5 0LQ,"CLAYHALL LIBRARY, 1 CLAYBURY BROADWAY, CLAYHALL, ILFORD, IG5 0LQ",51.5901111,0.0498371
,Fullwell Cross Library,53,,IG6 2EA,"FULLWELL CROSS LIBRARY, 140 HIGH STREET, BARKINGSIDE, ILFORD, IG6 2EA",51.5926798,0.0847329
,Gants Hill Library,57,,IG2 6LA,"GANTS HILL LIBRARY, 490 CRANBROOK ROAD, ILFORD, IG2 6LA",51.5776343,0.0700444
,Goodmayes Library,39,,IG3 9QB,"GOODMAYES LIBRARY, 76 GOODMAYES LANE, Goodmayes, ILFORD, IG3 9QB",51.5594054,0.1089631
,Hainault Library,39,,IG7 4DD,"HAINAULT LIBRARY, 100 MANFORD WAY, CHIGWELL, IG7 4DD",51.6080439,0.1041254
,Keith Axon Library,63,,RM6 4XB,"CHADWELL HEATH LIBRARY, KEITH AXON CENTRE, 160 GROVE ROAD, Chadwell Heath, ROMFORD, RM6 4XB",51.5751844,0.1216144
,Seven Kings Library,40,,IG3 8RQ,"SEVEN KINGS LIBRARY, 679 HIGH ROAD, Seven Kings, ILFORD, IG3 8RQ",51.564758,0.0998321
,South Woodford Library,100,,E18 2QS,"SOUTH WOODFORD LIBRARY, 116 HIGH ROAD, South Woodford, LONDON, E18 2QS",51.5974699,0.0222
,Wanstead Library,47,,E11 2RQ,"WANSTEAD LIBRARY, SPRATT HALL ROAD, Wanstead, LONDON, E11 2RQ",51.5764086,0.0238051
,Woodford Green Library,100,,IG8 0DX,"WOODFORD GREEN LIBRARY, SNAKES LANE EAST, WOODFORD GREEN, IG8 0DX",51.6075915,0.0323261
,St Paul's Church,2,,IG7 4NZ,"St Paul's Church, Arrowsmith Road, Chigwell, Essex, IG7 4NZ",51.6107866,0.1111417
,VHP Ilford Hindu Centre and Mandir,38.5,,IG1 1EE,"VHP ILFORD HINDU CENTRE, 43 CLEVELAND ROAD, ILFORD, IG1 1EE",51.5568221,0.0742927
,Vine United Reformed Church,9,,IG1 1JH,"THE VINE UNITED REFORMED CHURCH, RICHES ROAD, ILFORD, IG1 1JH",51.5594452,0.0780044
,Holy Trinity South Woodford,3,,E18 1QQ,"HOLY TRINITY CHURCH, HERMON HILL, LONDON, E18 1QQ",51.5883525,0.0289121
,St Mary's Church Woodford,9.5,,E18 2PA,"ST MARYS CHURCH, HIGH ROAD, SOUTH WOODFORD, E18 2PA",51.5966951,0.0212415
Newham,Beckton Globe Library,84,"Wed,10:00 to 20:00 Thur, 10:00 to 20:00 Fri, 10:00 to 20:00 Sat, 10:00 to 20:00 Sun, 24h Mon,  (Spring Bank Holiday), 10:00 to 20:00, Tue, 10:00 to 20:00",E6 5JQ,"1 Kingsford Way, London E6 5JQ",51.5150332,0.0553718
,Canning Town Library,72,Mon to Sat 8:00 to 20:00,E16 1EH,"18, Rathbone Market, London E16 1EH",51.5164075,0.0112887
,Custom House Library,23,Thur 10:00 to 18: 00 Fri 10:00 to 18:00 Mo: 10:00 to 18:00 Tue 10:00 to 18:00,E16 3JJ,"Prince Regent Ln, London E16 3JJ",51.5146046,0.031456
,East Ham Library,73,Mon to Sat 9:00 to 20:00 Sun 9:00 to 16: 00,E6 2RT,"328 Barking Rd, London E6 2RT",51.5334497,0.0589985
,The Gate Library,66,Mon to Sat 9:00 to 20:00,E7 0QH,"Woodgrange Rd, London E7 0QH",51.5485963,0.0252533
,Green Street Library,60,Mon to Sat 10:00 to 20:00,E13 9AR,"337-341 Green St, London E13 9AR",51.5364996,0.0352138
,Manor Park Library,60,Mon to Sat 10:00 to 20:00,E12 5BS,"685-693 Romford Rd, London E12 5BS",51.5513147,0.0468664
,North Woolwich Library,51,Mon to Sat 9:00 to 17:30,E16 2LJ,"5 Pier Rd, London E16 2LJ",51.5009397,0.0626478
,Plaistow Library,48,Mon to Sat 9:30 to 17:30,E13 9HN,"North St, London E13 9HN",51.5297142,0.0251072
,Stratford Library,70,Mon to Sat 9:00 to 20:00 Sun 12:00 to 16: 00,E15 1EL,"3 The Grove, London E15 1EL",51.5430366,0.004441
,Trinity Centre,77,Mon to Sun 9:00 to 20:00,E12 6SG,"Trinity Centre, East Ave, London E12 6SG",51.5406906,0.0532541
,Katherine Road Community Centre,40,Mon to Fri 9:00 to 17:00,E7 8PW,"254 Katherine Rd, London E7 8PW",51.5394212,0.0409682
,Woodman Community Centre,67,,E16 2NF,"32A Woodman St, London E16 2NF",51.5013921,0.0670917
,Jack Cornwell Community Centre,98,Mon to Sun 9:00 to 23:00,E12 5NN,"Jack Cornwell St, London E12 5NN",51.5514686,0.0642549
,Forest Lane Lodge,98,Mon to Sun 9:00 to 23:00,E7 9DE,"Magpie Cl, London E7 9DE",51.5497427,0.0166499
Merton,Colliers Wood Library,56,,SW19 2HR,"105-109 High Street Colliers Wood, London SW19 2HR",51.4186252,-0.1774922
,Mitcham Library,66.5,Mon to Sat 9:00 to 17:30,CR4 2YR,"157 London Rd, Mitcham CR4 2YR",51.4086155,-0.1624616
,Morden Library,57,,SM4 5DX,"Merton Civic Centre, London Rd, Morden SM4 5DX",51.4013667,-0.1961493
,Pollards Hill Library,57,,CR4 1LT,"S Lodge Ave, Mitcham CR4 1LT",51.3999719,-0.1310793
,Raynes Park Library,45.5,,SW20 8BA,"21 Approach Rd, Raynes Park, London SW20 8BA",51.4089402,-0.2285205
,West Barnes Library,53,,KT3 6JF,"Station Rd, New Malden KT3 6JF",51.3948874,-0.2382344
,Wimbledon Library,54,,SW19 7NB,"Wimbledon Reference Library, 35 Wimbledon Hill Rd, London SW19 7NB",51.4224405,-0.207977
Lewisham,Blackheath Village community library service,21,,SE3 9LA,"The Reminiscence Centre, 11 Blackheath Village, Blackheath, London, SE3 9LA",51.4656134,0.0094686
,Catford Library,64,,SE6 4JU,"23-24 Winslade Way, Catford Centre, SE6 4JU",51.4458677,-0.0207992
,Crofton Park Library,40,,SE4 2AG,"Crofton Park Library, Brockley Road, Crofton Park, London, SE4 2AG",51.4558272,-0.0360437
,The Library at Deptford Lounge,58,,SE8 4RH,"Library, Deptford Lounge, 9 Giffin St, London, SE8 4RH",51.4774282,-0.0248336
,Downham Library,58,,BR1 5EP,"Downham Library, 7? Moorside Road, Bromley, BR1 5EP",51.4268487,0.0098101
,Forest Hill Library,62,,SE23 3HZ,"Forest Hill Library, Dartmouth Road, London, SE23 3HZ",51.435309,-0.0567357
,Grove Park Library,29,,SE12 0BX,"Grove Park Library, Somertrees Avenue, Grove Park, London, SE12 0BX",51.4357823,0.0226621
,Lewisham Library,58,,SE13 6LG,"Lewisham Library, 199-201 Lewisham High St, London, SE13 6LG",51.4592745,-0.0116829
,Manor House Library,46,, SE13 5SY,"Manor House Library, 34 Old Road, London, SE13 5SY",51.4573175,0.0044835
,New Cross Library,16,,SE14 6AS,"New Cross Library, 283 285 New Cross Road, London, SE14 6AS",51.4756293,-0.0382029
,Sydenham Library,20,,SE26 5SE,"Sydenham Library, Sydenham Road, London, SE26 5SE",51.4264312,-0.0414904
,Corbett Community Library,29.5,,SE6 1RQ,"Torridon Road, London, SE6 1RQ",51.4436576,-0.001842
Lambeth,Brixton Tate Library,59,,SW2 1JQ,"Chaplin House, London SW2 1JQ",51.4611031,-0.1147489
,Carnegie Library,42,,SE24 0DG,"192 Herne Hill Road, SE24 0DG",51.4605902,-0.0965
,Clapham Library,55,,SW4 7DB,"Mary Seacole Centre, 91 Clapham High Street, SW4 7DB",51.4628674,-0.133535
,Durning Library,39,,SE11 4HF,"167 Kennington Lane, SE11 4HF",51.488919,-0.1102477
,Minet Library,47,,SE5 9QY,"52 Knatchbull Road, SE5 9QY",51.4712187,-0.1046415
,Streatham Library,56,,SW16 1PN,"63 Streatham High Road,SW16 1PN",51.4318449,-0.1290164
,Tate South Lambeth Library,39,,SW8 1QP,"180 South Lambeth Road, SW8 1QP",51.4792004,-0.1239828
,Upper Norwood Library,42,,SE19 1TQ,"39 Westow Hill, SE19 1TQ",51.4198821,-0.0821284
,Waterloo Library,34,,SE1 7QP,"1 Kennington Road, SE1 7QP",51.4981887,-0.1118193
,West Norwood Library,55,,SE27 9JX,"1-5 Norwood High Street, SE27 9JX",51.4282887,-0.102429
,Oasis Waterloo,3,,SE1 7QP,"1 Kennington Road, London SE1 7QP",51.4981887,-0.1118193
,West London Mission,48,,SE11 4NT,"25A Wincott Street,Kennington, London SE11 4NT",51.4920928,-0.1097973
,Ashmole Estate Tenants' Hall,11,,SW8 1PL,"113 Claylands Rd, London SW8 1PL",51.4822032,-0.1172058
Kingston,Kingston Library,41,,KT1 2PS,"Fairfield Rd, Kingston upon Thames KT1 2PS",51.4094091,-0.3002542
,Kingston URC Church,45,,KT1 1HZ,Eden Street KT1 1HZ,51.4092062,-0.3048774
,CLICK Cafe,20,,KT1 2TW,"13 Geneva Road, KT1 2TW",51.4016758,-0.2990314
,Tudor Drive Library,32,,KT2 5QH,"192 Tudor Drive, KT2 5QH",51.4259443,-0.2964043
,Kingsnympton Youth & Community Centre,17,,KT2 7RW,Kingsnympton Park KT2 7RW,51.4209139,-0.2795335
,Surbiton Assembly Rooms,45,,KT1 2JT,"13 to 15 Surbiton Crescent, KT1 2JT",51.3994532,-0.3045192
,Surbiton Library,39,,KT6 6AG,Ewell Road KT6 6AG,51.3927966,-0.2981677
,The cornerHOUSE Arts Centre,36,,KT6 7SB,"116 Douglas Road, Surbiton, KT6 7SB",51.3808847,-0.2940542
,Tolworth Community Library,40,,KT6 7DJ,"The Broadway, Surbiton, KT6 7DJ",51.3813014,-0.2825712
,Sunray Community Centre,3,,KT5 9QP,"Knollmead, Worcester Park, Tolworth, KT5 9QP",51.3787435,-0.2737291
,Dickerage Sports & Community Centre,60,,KT3 3EQ,"Dickerage Road, New Malden KT3 3EQ",51.4079225,-0.2736082
,New Malden Library,41,,KT3 3LY,"Kingston Rd,, New Malden, KT3 3LY",51.3992013,-0.2609408
,Square 1 Cafe New Malden,4,,KT3 3PE,"Kingston Environment Centre, 1 Kingston Road, New Malden KT3 3PE",51.3993148,-0.2588951
,Old Malden Library,28,,KT4 7RD,"Church Rd, Worcester Park, KT4 7RD",51.3844261,-0.2548614
,New Malden Baptist Church,1.5,,KT3 5BE,"1A Westbury Rd, New Malden KT3 5BE",51.3999481,-0.2646071
,New Malden Methodist Church,31,,KT3 4BY,"49 High St, New Malden KT3 4BY",51.4025467,-0.2567164
,"St James Parish Church, New Malden",1,,KT3 5QE,"Bodley Rd, New Malden KT3 5QE",51.3951455,-0.2579034
,Saint Joseph's Roman Catholic Church,19.5,,KT3 3QW,"1 Montem Rd, New Malden KT3 3QW",51.4004441,-0.26167
,"St Mary's Centre, Chessington",18,,KT9 2DR,"Church Lane, KT9 2DR",51.3583525,-0.2992146
,Square 1 Cafe Chessington,4,,KT9 2JS,"Chessington Sports Centre, Garrison Lane, Chessington KT9 2JS",51.3567898,-0.3092976
,The Hook Centre,84,,KT9 1AE,"9 Green End, Chessington KT9 1AE",51.3684118,-0.3058096
Kensington and Chelsea,Dalgarno Trust,40,,W10 5QB,"1 Webb Close London, W10 5QB",51.524513,-0.225048
,Early help - family hubs,12,,W10 5PE,"Holmfield House Children Centre, Golborne Road, W10 5PE",51.5240214,-0.2063272
,Kensal Library,12.5,,W10 5PF,"The Lodge, 20 Golborne Rd, London W10 5PF",51.5237527,-0.2069864
,Venture Community Centre,49,,W10 5YB,"103A Wornington Road, W10 5YB",51.522729,-0.210025
,St Helens Church,3,,W10 6LP,"St Helen's Gardens, North Kensington, London W10 6LP",51.5187283,-0.2183543
,Latymer Christian Church in Partnership with The Space,6,,W10 6SU,"116 Bramley Road, W10 6SU",51.5155385,-0.2173402
,Bay 20,10,,W10 6JG,"71 St Marks Road, W10 6JG",51.5162128,-0.2143737
,North Kensington Library,53,,W11 1PZ,"108 Ladbroke Grove, London W11 1PZ",51.5166649,-0.209225
,Salvation Army Church,3,,W11 1LU,"205 Portobello Road, W11 1LU",51.5163119,-0.2055491
,The Tabernacle,96,,W11 2AY,"35 Powis Square, W11 2AY",51.5167006,-0.2015703
,Baseline Studios,45,,W11 4AT,"9 Whitchurch Road, North Kensington, W11 4AT",51.5124681,-0.2158892
,Kensington Leisure Centre,101,,W11 4HE,"Silchester Rd, London W11 4HE",51.5143111,-0.2140877
,Notting Hill Methodist Church,33,,W11 4AH,"240 Lancaster Rd, London W11 4AH",51.515094,-0.2141292
,Henry Dickens Community Centre,13.5,,W11 4DH,"104 St Ann's Road, London W11 4DH",51.5100091,-0.215625
,Nourish Caf,0.5,,W11 4SS,"Unit A, Nourish Hub, Swanscombe House, 1 St Ann's Rd, London W11 4SS",51.5080686,-0.215744
,Notting Hill Gate Library,36.5,,W2 4EW,"1 Pembridge Square, London W2 4EW",51.5112381,-0.1972026
,Kensington Central Library,53,,W8 7RX,"12 Phillimore Walk, London W8 7RX",51.5014118,-0.194435
,St Mary Abbots Church,25.5,,W8 4LA,"Kensington Church Street, London, W8 4LA",51.502491,-0.191525
,St Cuthberts Centre,10,,SW5 9EB,"51 Philbeach Gardens, London SW5 9EB",51.4906985,-0.2000728
,Brompton Library,58.5,,SW5 0BS,"210 Old Brompton Rd, London SW5 0BS",51.4901617,-0.188424
,HTB Queen's Gate,7.5,,SW7 5LP,"117, HTB Queen's Gate, SW7 5LP",51.493038,-0.178041
,Chelsea Library,58.5,,SW3 5EZ,"Chelsea Old Town Hall, King's Rd, London SW3 5EZ",51.4874709,-0.1681802
,SMART,38,,SW10 0JN,"The Basement, 15 Gertrude Street, London, SW10 0JN",51.4835945,-0.1808514
,Chelsea Theatre,51,,SW10 0DR,"7 Worlds End Place, Chelsea, SW10 0DR",51.4816427,-0.1796617
Islington,The Peel Centre,34,,EC1R 0HU,"3 Corners Learning Centre, Northampton Road, London",51.5255694,-0.1074021
,Brunswick Estate Community Centre,40,,EC1V 0HP,"Ground Floor, Mulberry Court, Tompion Street, London",51.5266747,-0.1017916
,Museum Of The Order Of Saint John,1.5,,EC1V 4JJ,"St John's Gate, St John's Lane, Clerkenwell, London",51.5231691,-0.1035519
,Finsbury Library,54,,EC1V 4NB,"245 St. John Street, London",51.5264856,-0.104553
,St Luke's Community Centre,50,,EC1V 8AJ,"90, Central Street, London",51.5274013,-0.0966867
,St Clement's Church,9,,EC1V 8DA,King Square,51.5277847,-0.0975934
,Wesley's Chapel and Leysian Mission,30,,EC1Y 1AU,"49, City Road",51.523837,-0.0870905
,London Irish Centre,10,,NW1 9XB,"50-52 Camden Square, London",51.5437547,-0.1322462
,West Library,36,,N1 1BD,"Bridgeman Road , London",51.5407431,-0.11655
,South Library,36,,N1 2SL,"115-117 Essex Rd, London",51.5389477,-0.0989016
,St Mary's Church,2.5,,N1 2TX,Upper Sreet,51.5384045,-0.1020102
,Our Lady & St Joseph's Catholic Church,6,,N1 4AG,"Presbytery 100a, Balls Pond Road, London",51.5466453,-0.0823264
,Mildmay Library,30.5,,N1 4NA,"21-23 Mildmay Park , London",51.5481099,-0.0844571
,Saint Jude and Saint Paul's Church,3,,N1 4PL,"113, Mildmay Grove North, London",51.5489555,-0.0817244
,The Arc Centre,32.5,,N1 7DF,"98B, St Paul Street",51.5361325,-0.0955439
,Chabad Islington Jewish Community Centre,48,,N1 8HX,"Chabad Islington Jewish Community Centre and Art Gallery, 1-3 Elliott's Place",51.5365588,-0.1007603
,King's Cross Church,5.5,,N1 9JY,"242 Pentonville Rd, London N1 9JY",51.5311622,-0.1202327
,Claremont Project,40,,N1 9PD,"24-27, White Lion Street",51.5326257,-0.1077871
,N4 Library,47,,N4 2DW,"26 Blackstock Road , London",51.5636269,-0.1030233
,The UCKG HelpCentre,91,,N4 3NX,"UCKG, Rainbow Theatre, 232 Seven Sisters Rd, Finsbury Park, London",51.5623875,-0.1092499
,Hanley Crouch Community Association,4,,N4 4BY,"42 Crouch Hill, London",51.5721696,-0.1186569
,Elizabeth House Community Centre,16.5,,N5 1ED,"Elizabeth House, 2 Hurlock Street, London",51.5597059,-0.0991181
,Central Library,58,,N5 1PF,"2, Fieldway Crescent, Islington, London",51.5492337,-0.1071558
,Highbury Baptist Church,4,,N5 1QL,"Highbury Baptist Church, 40a, Highbury Place, London",51.5504839,-0.1004978
,Christ Church Highbury,4,,N5 1SA,"155 Highbury Grove, Islington, London",51.5522246,-0.0985933
,Sotheby Mews Day Centre,15,,N5 2UT,"2 Sotheby Mews, Sotheby Road",51.5571211,-0.0938882
,Hilldrop Community Centre,6.5,,N7 0JE,"Community Lane, Hilldrop Road, London",51.552414,-0.1293961
,Cat and Mouse Library,28.5,,N7 0JN,"Cat and Mouse Library , 277 Camden Road, London",51.5527141,-0.1250997
,Saint George and All Saints Church,4.5,,N7 0ND,"Crayford Road, Tufnell Park, London",51.5562696,-0.1253141
,North Library,30.5,,N7 6JX,"Manor Gardens, London",51.5603435,-0.1219583
,Manor Gardens Centre,25,,N7 6LA,"Manor Gardens Centre, 6-9 Manor Gardens, London",51.5611064,-0.1207438
,Old Fire Station Community Centre,7,,N7 6QT,"84, Mayton Street",51.5587349,-0.1169753
,Andover Estate Community Centre,45,,N7 7RY,"55 Corker Walk, Finsbury Park, London N7 7RY",51.5634089,-0.1127834
,Light Project Pro International,44.5,,N7 8DE,"The Exchange, Watkinson Road, London",51.5484703,-0.1161587
,Goodinge Community Centre,4,,N7 9EW,"2 Goodinge Rd, Market Estate, 20 North Road, London",51.5482503,-0.1254419
,Mildmay Community Centre,15,,N16 8NA,Woodville Road,51.5508178,-0.0812278
,Hornsey Rise,25,,N19 3AD,"Ashley Road, Upper Holloway",51.5711287,-0.1232887
,Caxton House Community Centre,8,,N19 3RQ,"Main Office, Caxton House Community Centre, 129 St John's Way, London",51.56998,-0.1290647
,St Andrew's Church,2.5,,N19 3TN,Whitehall Park (corner with Gladsmuir Rd),51.5705055,-0.1349595
,Hornsey Lane Estate Community Association,46,,N19 3YJ,"Hornsey Lane Estate Community Centre, Hazellville Road, London",51.5727636,-0.1321974
,Whittington Park Community Centre,12,,N19 4RS,"Whittington Park Community Association, Yerbury Road, London",51.5611314,-0.1296299
,Archway Library,36,,N19 5PH,"Hamlyn House, Highgate Hill, London",51.5656782,-0.1356332
,Hargrave Hall Community Centre,3.5,,N19 5SP,"Hargrave Road, London, London",51.5638233,-0.1337757
Hounslow,Beavers library,34,,TW4 7NW,"The Hub, 103 Salisbury Road, Hounslow",51.4694518,-0.396678
,Bedfont library,34.5,,TW14 8DB,"Staines Road, Bedfont, TW14 8DB",51.4520557,-0.4342325
,Brentford library,37,,TW8 8DW,"11F Boston Manor Road, Hounslow, TW8 8DW",51.4867629,-0.3084123
,Chiswick library,53,,W4 2AB,"1 Duke's Avenue, Chiswick, W4 2AB",51.4916914,-0.2611112
,Cranford library,34.5,,TW5 9TL,"Bath Road, Hounslow, TW5 9TL",51.4780009,-0.4057242
,Feltham library,55.5,,TW13 4GU,"210 The Centre, High Street, Feltham, TW13 4GU",51.4463669,-0.4110857
,Hanworth library,37,,TW13 5EG,"Hanworth Air Park Leisure Centre & Library, Uxbridge Road, Hanworth, TW13 5EG",51.4412853,-0.3905852
,Heston library,53,,TW5 0LW,"New Heston Road, Heston, TW5 0LW",51.4858763,-0.3754481
,Hounslow library,57.5,,TW3 3EB,"First Floor, Hounslow House, 7 Bath Road, Hounslow, TW3 3EB",51.4681679,-0.3674963
,Isleworth library,42.5,,TW7 7EU,"Isleworth Leisure Centre & Library, Twickenham Road, Isleworth, TW7 7EU",51.4666489,-0.330507
,Osterley library,37,,TW7 4NB,"11 St Mary's Crescent, Isleworth, TW7 4NB",51.4823597,-0.3464524
